Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,585.0,589.5,580.7000122070312,588.25,574.2072143554688,720807
2020-01-02,589.5,597.2000122070312,584.2000122070312,595.4500122070312,581.2353515625,1388201
2020-01-03,591.5,594.2000122070312,587.2999877929688,590.75,576.6475830078125,1063950
2020-01-06,589.0,589.0,579.0,584.9500122070312,570.9860229492188,1218216
2020-01-07,584.9500122070312,604.0,583.0499877929688,595.0499877929688,580.8449096679688,4247207
2020-01-08,585.75,603.0,584.5999755859375,600.8499755859375,586.5064086914062,2090846
2020-01-09,602.0,614.9000244140625,598.25,604.5499877929688,590.1180419921875,2795225
2020-01-10,607.0,608.5,595.0499877929688,600.2999877929688,585.9695434570312,1921690
2020-01-13,604.0,605.75,590.0,591.9500122070312,577.8189086914062,2174995
2020-01-14,593.2000122070312,594.9000244140625,579.2000122070312,583.5499877929688,569.619384765625,2911749
2020-01-15,584.0,589.5,573.7999877929688,585.7999877929688,571.8157348632812,3419279
2020-01-16,587.0999755859375,591.7999877929688,582.0999755859375,588.0999755859375,574.060791015625,1705322
2020-01-17,589.9500122070312,597.3499755859375,585.9000244140625,589.25,575.183349609375,1813763
2020-01-20,590.0,590.8499755859375,580.5499877929688,584.5999755859375,570.6443481445312,2425877
2020-01-21,582.7999877929688,582.7999877929688,572.2000122070312,577.7000122070312,563.9091186523438,4789489
2020-01-22,582.8499755859375,582.8499755859375,553.4000244140625,562.9500122070312,549.51123046875,7453773
2020-01-23,560.0,564.5499877929688,540.2999877929688,542.2000122070312,529.2565307617188,4533870
2020-01-24,541.0,564.5,541.0,543.2999877929688,530.3302612304688,8132638
2020-01-27,545.4000244140625,550.0999755859375,535.0,537.25,524.4246826171875,4285510
2020-01-28,538.25,548.0,533.2000122070312,536.9500122070312,524.1318969726562,4042406
2020-01-29,543.9000244140625,545.9000244140625,537.0499877929688,542.1500244140625,529.207763671875,2182366
2020-01-30,541.9500122070312,551.3499755859375,539.0999755859375,544.1500244140625,531.1600341796875,3514667
2020-01-31,547.4500122070312,549.0,525.0,526.5499877929688,513.9801025390625,4340034
2020-02-03,506.75,517.5,505.0,513.2999877929688,501.0464172363281,3012267
2020-02-04,516.9500122070312,525.9500122070312,515.0,522.5999755859375,510.1244201660156,2253175
2020-02-05,525.0999755859375,542.2999877929688,521.5499877929688,537.4500122070312,524.6199340820312,3105094
2020-02-06,537.0499877929688,545.2000122070312,533.5999755859375,536.8499755859375,524.0342407226562,2052126
2020-02-07,539.0,555.4500122070312,538.2999877929688,543.0999755859375,530.135009765625,5702296
2020-02-10,570.2999877929688,579.5999755859375,555.7000122070312,574.0999755859375,560.3949584960938,15352223
2020-02-11,574.4000244140625,584.7999877929688,569.9000244140625,576.6500244140625,562.8841552734375,5097454
2020-02-12,578.4500122070312,583.0,570.4500122070312,573.9000244140625,560.1998291015625,3277025
2020-02-13,572.0,582.9000244140625,562.9000244140625,578.75,564.9339599609375,2902199
2020-02-14,579.5999755859375,601.4000244140625,578.0999755859375,591.6500244140625,577.5260620117188,6213486
2020-02-17,593.0,599.7999877929688,591.1500244140625,595.0,580.7960815429688,2418399
2020-02-18,592.0,592.0,574.0,585.2000122070312,571.2300415039062,2972328
2020-02-19,589.9000244140625,593.8499755859375,581.2999877929688,585.2000122070312,571.2300415039062,2843587
2020-02-20,586.0,596.25,580.7000122070312,584.3499755859375,570.4003295898438,1802988
2020-02-24,586.9500122070312,590.75,570.0999755859375,573.25,559.5653076171875,1975289
2020-02-25,573.2999877929688,577.6500244140625,562.0999755859375,566.3499755859375,552.8300170898438,2912488
2020-02-26,565.7999877929688,569.7999877929688,556.0,563.0,549.5599975585938,2885119
2020-02-27,561.5499877929688,561.5499877929688,548.8499755859375,550.8499755859375,537.7000122070312,1668088
2020-02-28,543.0,546.5999755859375,514.0,519.7000122070312,507.293701171875,2974535
2020-03-02,527.0,541.5999755859375,509.6000061035156,514.3499755859375,502.07135009765625,1907596
2020-03-03,519.9000244140625,526.6500244140625,512.5499877929688,521.5499877929688,509.0994873046875,2499968
2020-03-04,525.0,533.5999755859375,498.1000061035156,511.6000061035156,499.38702392578125,4037644
2020-03-05,518.9000244140625,529.0,513.0,516.0499877929688,503.73077392578125,2794208
2020-03-06,499.0,516.8499755859375,491.3500061035156,513.5999755859375,501.3392639160156,3567046
2020-03-09,504.6499938964844,519.9000244140625,494.6499938964844,513.0,500.75360107421875,4467786
2020-03-11,498.54998779296875,523.4500122070312,497.6000061035156,516.9500122070312,504.60931396484375,5659070
2020-03-12,504.54998779296875,520.4000244140625,434.79998779296875,443.6000061035156,433.0103454589844,8132990
2020-03-13,428.0,438.0,377.1000061035156,410.8500061035156,401.0421447753906,9711669
2020-03-16,392.29998779296875,394.95001220703125,373.5,376.79998779296875,367.8049621582031,5282490
2020-03-17,370.0,379.95001220703125,343.1000061035156,350.8500061035156,342.4744873046875,9227845
2020-03-18,360.0,363.95001220703125,314.6000061035156,321.8500061035156,314.1667785644531,5545759
2020-03-19,301.20001220703125,313.29998779296875,293.0,296.75,289.6659240722656,7227403
2020-03-20,294.0,320.6499938964844,287.0,300.1499938964844,292.9847717285156,7465285
2020-03-23,270.1499938964844,283.0,240.14999389648438,254.60000610351562,248.5221710205078,3029255
2020-03-24,265.5,277.0,249.5,262.04998779296875,255.7943115234375,4168341
2020-03-25,257.0,301.3500061035156,252.0,292.79998779296875,285.81024169921875,3838980
2020-03-26,298.0,330.79998779296875,290.20001220703125,312.54998779296875,305.0887451171875,5887818
2020-03-27,327.6000061035156,336.0,315.29998779296875,322.20001220703125,314.5084228515625,4833123
