Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,4060.0,4071.949951171875,4045.0,4065.0,4032.5458984375,163949
2020-01-02,4069.89990234375,4256.2998046875,4068.14990234375,4244.7998046875,4210.91015625,1458328
2020-01-03,4237.0,4258.0,4185.85009765625,4219.2001953125,4185.51513671875,635983
2020-01-06,4191.0,4199.75,4131.0,4157.10009765625,4123.91064453125,462841
2020-01-07,4199.5498046875,4254.0,4164.0498046875,4242.10009765625,4208.23193359375,524372
2020-01-08,4224.85009765625,4332.0,4183.7998046875,4318.9501953125,4284.46826171875,1032268
2020-01-09,4337.0,4400.0,4331.60009765625,4388.0,4352.96728515625,698429
2020-01-10,4388.10009765625,4464.0498046875,4366.89990234375,4444.60009765625,4409.115234375,735887
2020-01-13,4457.5498046875,4492.0,4450.0498046875,4468.7001953125,4433.0234375,403937
2020-01-14,4465.0,4502.9501953125,4422.7001953125,4483.2998046875,4447.50634765625,438651
2020-01-15,4451.0498046875,4525.25,4410.0,4506.5,4470.52099609375,416924
2020-01-16,4520.0,4554.89990234375,4433.25,4472.35009765625,4436.6435546875,467980
2020-01-17,4440.0,4522.39990234375,4411.2998046875,4486.75,4450.9287109375,360682
2020-01-20,4500.0,4509.4501953125,4452.0,4467.64990234375,4431.98095703125,204026
2020-01-21,4455.0,4520.0,4440.0,4483.5498046875,4447.75390625,283173
2020-01-22,4505.0,4540.0,4463.0,4476.9501953125,4441.20703125,359444
2020-01-23,4470.0,4540.0,4446.0498046875,4526.39990234375,4490.26171875,401079
2020-01-24,4554.0,4679.7001953125,4452.64990234375,4642.75,4605.68310546875,2127667
2020-01-27,4624.89990234375,4754.10009765625,4622.0,4676.9501953125,4639.6103515625,1058884
2020-01-28,4670.0,4715.7998046875,4584.5,4609.0498046875,4572.251953125,711517
2020-01-29,4625.0,4653.5,4559.5,4568.2001953125,4531.728515625,595287
2020-01-30,4569.0,4588.5,4464.14990234375,4486.0,4450.1845703125,422335
2020-01-31,4502.2998046875,4507.2998046875,4405.0,4416.10009765625,4380.8427734375,451630
2020-02-03,4265.0,4386.85009765625,4236.14990234375,4370.64990234375,4335.755859375,537373
2020-02-04,4394.9501953125,4498.85009765625,4379.0498046875,4474.25,4438.5283203125,387466
2020-02-05,4477.0,4528.60009765625,4397.60009765625,4471.7998046875,4436.09814453125,521783
2020-02-06,4480.0,4519.0498046875,4442.0,4464.89990234375,4429.2529296875,385744
2020-02-07,4476.39990234375,4547.0,4449.64990234375,4471.7998046875,4436.09814453125,547874
2020-02-10,4487.0,4492.60009765625,4390.75,4413.75,4378.51123046875,271700
2020-02-11,4447.7001953125,4519.5,4433.0,4466.4501953125,4430.791015625,296451
2020-02-12,4492.7001953125,4492.7001953125,4439.9501953125,4453.75,4418.1923828125,323821
2020-02-13,4439.9501953125,4473.14990234375,4415.0,4450.5,4414.96826171875,186493
2020-02-14,4469.0,4538.9501953125,4393.0498046875,4434.35009765625,4398.947265625,665316
2020-02-17,4443.89990234375,4465.0,4401.10009765625,4449.85009765625,4414.3232421875,354909
2020-02-18,4433.60009765625,4488.2001953125,4370.10009765625,4475.7001953125,4439.96728515625,510062
2020-02-19,4494.0,4530.0,4455.0,4473.10009765625,4437.3876953125,384898
2020-02-20,4450.0,4508.0,4420.0,4428.10009765625,4392.7470703125,414088
2020-02-24,4415.0,4455.0,4320.0,4395.0,4359.9111328125,383261
2020-02-25,4397.5,4400.0,4330.75,4344.0,4309.318359375,402233
2020-02-26,4320.25,4423.89990234375,4286.0498046875,4341.5,4306.83837890625,642946
2020-02-27,4332.5498046875,4365.0498046875,4275.35009765625,4321.64990234375,4287.146484375,369157
2020-02-28,4270.0,4304.14990234375,4200.0,4219.60009765625,4185.91162109375,524557
2020-03-02,4255.0,4316.2998046875,4078.550048828125,4141.7001953125,4108.63330078125,378937
2020-03-03,4179.89990234375,4329.0,4157.5498046875,4299.89990234375,4265.5703125,606056
2020-03-04,4310.0498046875,4325.0,4117.0,4172.7998046875,4139.48486328125,750952
2020-03-05,4182.0498046875,4230.0,4151.60009765625,4205.5498046875,4171.97314453125,450539
2020-03-06,4092.60009765625,4193.2998046875,4010.0,4167.85009765625,4134.57470703125,585749
2020-03-09,4070.0,4164.5498046875,3995.0,4097.35009765625,4064.6376953125,588288
2020-03-11,4070.0,4111.85009765625,3962.699951171875,3993.39990234375,3961.517333984375,775964
2020-03-12,3890.0,3890.0,3612.5,3663.5,3634.25146484375,992092
2020-03-13,3470.300048828125,4011.5,3114.0,3788.89990234375,3758.64990234375,1378933
2020-03-16,3650.0,3660.0,3405.0,3518.050048828125,3489.962646484375,975878
2020-03-17,3520.0,3575.0,3454.699951171875,3470.449951171875,3442.74267578125,563672
2020-03-18,3537.89990234375,3537.89990234375,3270.5,3303.550048828125,3277.175048828125,790520
2020-03-19,3139.0,3389.75,2955.60009765625,3166.050048828125,3140.77294921875,790106
2020-03-20,3185.0,3656.800048828125,3140.35009765625,3573.85009765625,3545.317138671875,825459
2020-03-23,3220.0,3290.39990234375,3037.800048828125,3054.85009765625,3030.460693359375,883620
2020-03-24,3100.0,3237.199951171875,2967.449951171875,3018.10009765625,2994.004150390625,1105225
2020-03-25,2968.199951171875,3290.0,2910.0,3228.60009765625,3202.823486328125,874543
2020-03-26,3230.0,3385.0,3153.60009765625,3229.14990234375,3203.368896484375,931742
2020-03-27,3390.0,3390.0,3102.39990234375,3143.60009765625,3118.50244140625,471310
2020-03-30,3116.0,3150.0,3070.0,3085.89990234375,3061.2626953125,507697
2020-03-31,3140.0,3279.050048828125,3100.0,3244.85009765625,3218.94384765625,637365
2020-04-01,3245.0,3259.949951171875,3105.25,3140.64990234375,3115.575439453125,390613
2020-04-03,3189.0,3191.0,3025.0,3041.60009765625,3017.316650390625,406172
2020-04-07,3184.949951171875,3345.75,3080.25,3279.5,3253.317138671875,646709
2020-04-08,3241.0,3384.85009765625,3197.25,3256.449951171875,3230.451171875,647497
2020-04-09,3301.0,3389.800048828125,3258.5,3366.050048828125,3339.17626953125,501495
2020-04-13,3347.10009765625,3631.25,3290.60009765625,3466.10009765625,3438.427490234375,1107263
2020-04-15,3560.0,3674.0,3531.5,3600.14990234375,3571.406982421875,1239945
2020-04-16,3550.0,3565.699951171875,3475.14990234375,3539.10009765625,3510.844482421875,617278
2020-04-17,3654.0,3664.39990234375,3510.85009765625,3534.050048828125,3505.8349609375,775287
2020-04-20,3570.0,3570.0,3490.050048828125,3516.550048828125,3488.474609375,391192
2020-04-21,3469.0,3470.0,3376.050048828125,3403.25,3376.0791015625,533462
2020-04-22,3421.0,3457.64990234375,3376.0,3441.14990234375,3413.676513671875,944451
2020-04-23,3435.0,3470.0,3406.0,3442.199951171875,3414.71826171875,977203
2020-04-24,3410.0,3440.0,3292.800048828125,3307.949951171875,3281.5400390625,624104
2020-04-27,3336.0,3370.0,3316.35009765625,3360.64990234375,3333.819091796875,444246
2020-04-28,3412.0,3431.0,3365.5,3394.0,3366.903076171875,767800
2020-04-29,3360.10009765625,3453.800048828125,3360.10009765625,3434.35009765625,3406.930908203125,393804
2020-04-30,3470.0,3565.949951171875,3446.14990234375,3534.300048828125,3506.0830078125,854097
2020-05-04,3431.0,3461.699951171875,3326.050048828125,3347.60009765625,3320.87353515625,519181
2020-05-05,3395.0,3395.0,3274.0,3284.35009765625,3258.128662109375,387071
2020-05-06,3300.0,3389.5,3247.14990234375,3324.39990234375,3297.858642578125,374625
2020-05-07,3323.949951171875,3378.0,3231.0,3252.85009765625,3226.8798828125,473677
2020-05-08,3294.0,3325.0,3271.050048828125,3305.800048828125,3279.406982421875,421623
2020-05-11,3355.0,3450.0,3330.10009765625,3360.75,3333.91845703125,483864
2020-05-12,3344.0,3405.5,3275.550048828125,3349.35009765625,3322.609619140625,557262
2020-05-13,3450.0,3580.0,3450.0,3546.699951171875,3518.3837890625,1225497
2020-05-14,3512.0,3633.800048828125,3491.0,3609.5,3580.6826171875,974733
2020-05-15,3629.0,3629.0,3547.85009765625,3583.14990234375,3554.542724609375,645207
2020-05-18,3584.39990234375,3588.85009765625,3281.10009765625,3307.800048828125,3281.391357421875,817697
2020-05-19,3370.0,3493.0,3335.25,3438.14990234375,3410.700439453125,1012170
2020-05-20,3449.949951171875,3599.85009765625,3435.0,3528.5,3500.329345703125,1042217
2020-05-21,3588.0,3590.0,3496.35009765625,3571.5,3542.98583984375,710536
2020-05-22,3550.0,3668.0,3530.0,3638.949951171875,3609.8974609375,1021137
2020-05-26,3665.0,3847.0,3657.39990234375,3786.0,3755.7734375,1409106
2020-05-27,3801.0,3808.0,3691.0,3727.39990234375,3697.64111328125,826874
2020-05-28,3729.0,3820.0,3716.050048828125,3809.199951171875,3778.7880859375,603406
2020-05-29,3809.0,3940.0,3794.85009765625,3904.85009765625,3873.674560546875,1947052
