Date,Open,High,Low,Close,Adj Close,Volume
2020-06-12,616.2999877929688,645.0,616.2999877929688,643.5999755859375,640.0687866210938,5579009
2020-06-15,643.0,653.5,637.0,643.6500244140625,640.1185302734375,4520180
2020-06-16,644.5,650.0,632.4500122070312,637.7999877929688,634.3005981445312,2927072
2020-06-17,640.0,643.7999877929688,635.0,640.3499755859375,636.8366088867188,2648039
2020-06-18,641.6500244140625,644.7999877929688,636.4000244140625,642.0499877929688,638.5272827148438,2161524
2020-06-19,648.8499755859375,648.8499755859375,631.5,636.2000122070312,632.7094116210938,4476020
2020-06-22,691.0,692.5,651.6500244140625,655.9500122070312,652.3510131835938,29312493
2020-06-23,674.0,674.0,655.4000244140625,659.7999877929688,656.1798706054688,8287482
2020-06-24,660.0,662.25,628.2999877929688,631.2000122070312,627.73681640625,6955942
2020-06-25,632.0,642.0,629.1500244140625,634.9000244140625,631.4165649414062,5816404
2020-06-26,639.0,643.6500244140625,631.5999755859375,634.9000244140625,631.4165649414062,3847728
2020-06-29,637.0,648.0,635.4000244140625,644.9000244140625,641.3616943359375,6772032
2020-06-30,647.9500122070312,649.9000244140625,638.0,640.25,636.7371826171875,4319880
2020-07-01,642.5999755859375,642.5999755859375,621.0499877929688,627.0999755859375,623.6593017578125,4809651
2020-07-02,630.0,654.4500122070312,626.0,646.2000122070312,642.654541015625,6169821
2020-07-03,652.9500122070312,652.9500122070312,635.5,638.7999877929688,635.2951049804688,5379171
2020-07-06,640.0,644.25,629.2000122070312,634.5999755859375,631.1181640625,5604802
2020-07-07,637.9500122070312,642.5999755859375,635.2000122070312,636.5499877929688,633.0574340820312,3781547
2020-07-08,643.4500122070312,648.0,632.5,634.4000244140625,630.9193115234375,6952585
2020-07-09,643.9500122070312,643.9500122070312,636.25,639.0499877929688,635.5437622070312,4354183
2020-07-10,640.0,647.0,636.7000122070312,638.9000244140625,635.3945922851562,4119561
2020-07-13,641.0,646.0,636.5999755859375,638.3499755859375,634.8475341796875,3450069
2020-07-14,639.9500122070312,644.0,631.25,632.2999877929688,628.8307495117188,5432821
2020-07-15,634.4000244140625,643.5,633.0999755859375,638.2000122070312,634.6984252929688,4253913
2020-07-16,639.9500122070312,677.4000244140625,635.9000244140625,674.5,670.7992553710938,16098128
2020-07-17,674.5,696.6500244140625,669.25,689.0999755859375,685.319091796875,15244102
2020-07-20,689.0,690.8499755859375,672.3499755859375,674.3499755859375,670.6500244140625,5469496
2020-07-21,676.0999755859375,682.0999755859375,660.0,662.2999877929688,658.6661376953125,4314750
2020-07-22,666.1500244140625,677.7999877929688,657.5,661.7000122070312,658.0694580078125,5918154
2020-07-23,663.9500122070312,674.0,662.2000122070312,671.4500122070312,667.7659912109375,4620517
2020-07-24,673.0,681.0,658.2000122070312,666.0499877929688,662.3955688476562,4962702
2020-07-27,673.9500122070312,673.9500122070312,650.4000244140625,652.9000244140625,649.3177490234375,4465020
2020-07-28,651.0,665.75,644.25,662.5999755859375,658.9645385742188,4583066
2020-07-29,662.5999755859375,685.5499877929688,662.5999755859375,681.25,677.51220703125,7288781
2020-07-30,681.2000122070312,698.9500122070312,681.0,685.9500122070312,682.1864624023438,7170665
2020-07-31,687.0,724.0,687.0,720.1500244140625,716.1987915039062,18897302
